"","PROTID","NN1","NN1","NN1","NN2","NN2","NN2","NN3","NN3","NN3","NO1","NO1","NO1","NO2","NO2","NO2","NO3","NO3","NO3","ON1","ON1","ON1","ON2","ON2","ON3","ON3","ON3","OO1","OO1","OO1","OO2","OO2","OO2","OO3","OO3","OO3"
"2932","m.33497",36.4806,19.6792,17.5423,16.5028,33.6619,0,31.1952,16.0235,15.3179,33.9491,29.617,28.7883,35.6928,15.6968,15.3214,31.2999,15.1844,15.2609,16.9414,0,19.0278,0,0,0,24.2937,0,0,18.9463,20.8473,0,0,19.0649,39.2452,19.4783,0
"2933","m.33500",102.1456,66.122,72.0404,92.4159,119.3875,103.3523,110.6389,107.6776,125.8107,126.7432,149.2696,139.7194,106.6026,105.4824,102.9596,134.381,147.3894,108.2509,94.8717,98.3487,120.7628,114.233,141.3193,91.1702,117.9056,99.8,110.7101,106.0991,124.5277,118.2362,118.5054,99.646,131.864,116.3503,141.0333
"2934","m.33503",12.6106,27.2107,0,22.8187,11.6362,21.2659,0,0,0,35.2064,0,0,49.3531,10.8521,10.5926,0,0,0,0,0,26.31,0,22.7567,15.3485,33.5914,16.8013,0,0,28.8259,0,0,0,0,0,0
"2935","m.33504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2936","m.33506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2937","m.33514",32.9502,28.4396,38.0272,41.7362,54.7277,33.3394,33.8115,40.5238,44.2736,49.0619,37.4511,20.8019,32.2387,22.6844,22.1419,39.5793,32.9158,33.0818,30.6038,54.3864,54.9964,42.1135,59.4612,24.0625,35.1084,35.1202,46.8732,47.9157,52.7234,21.4541,35.8383,41.3279,42.5368,35.1866,43.1002
"2938","m.33516",0,0,0,12.16,0,0,11.493,0,0,0,0,10.6062,0,0,0,0,0,0,12.4831,0,0,10.7362,0,0,0,0,13.6567,0,0,0,0,0,0,0,0
"2939","m.33520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6615,20.8932,0,36.1431,0,0,0,0,0,0,0,0,0,0,0,0
"2940","m.3353",0,27.0438,0,0,5.7824,0,0,0,0,5.8317,0,0,0,5.3928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8004,6.8159,0,0,0,0
"2941","m.33570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4646,0,0,14.4007,0,0,0,0,0,0,0,0,0,17.1698,17.0435,0
"2942","m.33573",0,0,0,0,0,0,0,11.3584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9993,0,0,0,13.1381,0,0,0,0,0,0,13.8074,14.0939
"2943","m.33579",0,0,0,0,17.4543,0,0,0,0,0,0,0,18.5074,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2205,0,21.6194,0,0,0,0,0,0
"2944","m.33585",9.2023,29.7847,8.8502,41.6288,33.9651,46.5551,15.7381,24.2517,7.7279,17.1275,7.4709,7.2619,9.0036,7.9191,15.4594,15.791,7.6606,15.3984,8.547,18.9862,19.1992,7.3509,24.9094,22.4005,24.5126,36.7813,18.701,19.117,10.5175,19.9723,20.0178,19.2367,29.6991,19.6538,20.0616
"2945","m.33607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2946","m.33619",0,0,0,0,0,0,0,0,0,7.1472,12.4703,6.0607,0,6.6092,0,0,0,0,0,0,0,0,0,0,0,0,7.8038,0,8.7778,8.3343,8.3533,8.0273,0,8.2014,0
"2947","m.33681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7088,16.337,16.5202,0,0,0,0,0,16.0916,16.4495,18.1,0,17.2246,16.5525,17.0367,0,17.2623
"2948","m.33704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2949","m.33726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2950","m.33735",38.9126,20.9911,18.7118,17.603,17.953,16.4051,16.6374,0,16.3391,0,15.7957,0,19.0362,16.7432,0,16.6933,0,0,18.0708,0,20.2963,15.5419,0,0,0,0,0,0,0,0,0,0,0,0,0
"2951","m.33746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2952","m.33765",11.3495,0,0,0,0,0,9.7052,9.9701,0,0,0,0,0,0,9.5333,0,9.448,0,10.5413,0,0,9.0661,0,0,0,0,0,0,0,0,0,0,0,0,0
"2953","m.33767",0,0,0,0,0,0,0,0,0,18.1062,0,0,19.0362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2954","m.3377",0,0,0,0,18.9454,17.3119,0,0,0,47.7675,16.6689,0,50.2211,0,0,0,0,0,0,0,0,41.0025,18.5256,0,0,0,0,0,0,0,0,0,0,0,0
"2955","m.33777",0,5.8775,0,0,0,0,4.6585,0,0,5.0697,4.4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2956","m.338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9218,8.948,0,0,0,0,0,0,0,0,0,0,0,0
"2957","m.3381",16.7452,36.1323,32.2088,0,0,14.1192,28.6382,14.7101,28.1246,15.5832,27.1894,26.4286,16.3836,14.4102,28.131,0,27.8795,28.0201,31.1055,0,17.4681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2958","m.33810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2959","m.33823",7.7677,0,7.4705,0,0,0,6.6423,6.8237,0,0,6.3063,0,0,6.6846,0,6.6646,0,6.499,0,0,0,6.2049,0,0,10.3456,10.3491,15.7857,8.0684,26.6338,25.2882,16.8972,16.2378,16.7128,16.5899,16.9342
"2960","m.33827",0,0,0,11.2019,11.4246,10.4396,0,0,0,11.5221,0,0,12.1139,0,10.4,0,0,0,11.4996,12.7726,12.9158,9.8903,22.343,0,0,0,12.5807,12.8605,14.1509,13.4359,13.4665,12.941,13.3196,13.2216,13.496
"2961","m.33850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4946,6.2064,0,0,0,0,7.1447,0,0,0,7.1895,0,0,0
"2962","m.33851",0,14.7265,0,24.6991,29.3885,19.1819,15.5629,27.9786,11.4628,21.1709,7.3878,17.9526,26.71,7.8309,11.4654,3.9038,0,3.8067,0,9.3874,9.4927,18.1726,24.632,0,24.2396,18.1859,0,0,0,0,0,0,0,0,0
"2963","m.33855",0,0,0,0,0,0,0,0,0,3.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2964","m.33873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2965","m.33885",14.2861,0,0,0,13.1823,0,36.6489,62.7492,47.9888,39.8842,23.1965,11.2738,13.9776,12.294,12,49.0293,11.8926,11.9526,13.2688,14.7376,14.9029,34.2357,12.8902,17.3878,19.0273,19.0337,29.0324,29.6781,32.6559,15.503,0,14.932,30.7375,15.2557,15.5723
"2966","m.33899",0,0,0,0,0,0,0,0,12.2543,27.1593,11.8468,0,0,12.5574,12.2571,0,12.1475,0,13.5531,30.1068,60.8888,0,13.1664,17.7604,58.305,19.4416,29.6545,30.314,33.3556,31.6704,31.7425,15.2519,47.0943,62.3305,31.812
"2967","m.33912",37.1439,60.1109,0,33.6058,17.137,15.6594,31.7624,0,0,34.5663,0,0,18.1709,15.9822,15.5999,15.9345,0,0,17.2494,19.1588,19.3737,29.6709,16.7572,22.6042,0,0,18.871,0,0,0,0,0,0,0,0
"2968","m.3392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7983,6.8745,5.2642,11.8922,0,0,0,6.6962,6.8451,22.5958,14.3028,7.1677,0,7.0895,0,0
"2969","m.33958",5.956,0,0,0,0,0,5.0931,5.2321,5.0018,0,4.8354,4.7001,0,0,0,0,0,0,0,6.1442,6.2131,4.7577,5.374,0,0,0,0,0,0,0,0,0,0,0,0
"2970","m.33968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.3799,83.72,83.7482,0,0,0,0,0,0,0,0,0
"2971","m.3398",0,0,0,15.9338,16.2506,14.8495,15.0597,15.4709,29.5793,0,0,13.8978,17.231,15.1555,14.7931,30.2206,0,0,0,18.1679,18.3716,0,15.8905,21.435,23.456,0,17.8949,36.5859,0,19.1114,19.155,18.4075,18.946,37.6132,0
"2972","m.33987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0231,0,0,0,0,0,0,0,0,0
"2973","m.34052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2974","m.34056",12.1602,13.1195,23.3897,33.0057,22.4413,10.2532,20.7968,32.0469,20.4238,45.2654,39.4893,38.3844,11.8976,31.3936,30.6427,31.2999,40.4916,30.5219,22.5885,37.6334,38.0555,9.7137,10.972,44.4011,80.9792,64.8052,37.0681,50.5234,55.5927,39.588,52.9042,38.1299,39.2452,38.9566,39.765
"2975","m.3406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2541,0,0
"2976","m.34074",0,14.6938,0,0,25.1342,0,5.8231,11.9642,5.7187,25.3486,5.5285,0,19.988,0,0,5.8427,0,0,0,0,0,10.8793,6.1443,0,0,0,0,7.0733,38.9149,7.3898,22.2198,21.3527,14.6516,21.8157,0
"2977","m.34083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2978","m.341",0,0,0,0,0,0,0,0,0,6.4665,0,0,0,0,0,5.9619,0,0,0,0,0,0,0,0,9.2548,0,0,0,0,0,0,0,0,0,0
"2979","m.3410",14.6271,21.0412,4.6891,13.2338,13.4969,8.2221,20.8464,12.8494,8.189,13.612,7.9167,11.5428,9.5408,8.3916,8.1909,12.5499,12.1765,8.1586,27.1709,20.1191,25.4309,7.7895,0,5.9343,19.4814,12.992,24.7711,25.322,27.8627,26.455,26.5152,20.3845,26.2259,15.6198,26.5733
"2980","m.34124",0,0,0,0,0,0,11.6075,0,0,6.3161,5.5101,0,0,0,0,5.8232,5.65,5.6785,0,7.0016,7.0801,16.2648,12.2478,0,0,0,0,7.0498,0,0,0,0,0,0,7.3981
"2981","m.3413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2982","m.3414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2983","m.34144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2984","m.34153",0,13.6054,0,22.8187,23.2724,10.6329,0,0,0,0,0,0,24.6765,0,0,0,0,0,0,0,0,20.1469,22.7567,0,0,0,0,0,0,0,0,0,0,0,0
"2985","m.34157",640.9136,345.7361,789.7479,634.2264,406.5827,658.6173,1284.5073,791.7472,975.5376,540.5225,878.0562,1011.543,587.8819,879.0204,958.9378,773.2924,850.3237,770.8266,1004.5236,619.8449,605.9035,1071.9339,343.359,975.0826,746.9136,773.8502,569.8313,603.3087,572.2781,630.303,631.7384,607.0872,603.2995,620.2496,567.6264
"2986","m.34165",0,0,0,0,0,0,0,0,6.3306,0,0,0,0,0,0,0,0,0,7.0016,0,0,0,6.8018,0,0,0,7.6598,0,0,0,0,0,0,0,0
"2987","m.34176",9.917,10.6994,0,8.9724,18.3016,8.3618,0,8.7118,0,9.2289,8.0512,0,9.7029,8.5342,0,8.5087,0,8.2972,0,10.2305,20.6904,15.8437,8.948,0,0,13.2127,10.0768,10.3009,11.3344,10.7618,10.7863,10.3654,21.3372,21.1803,10.8099
"2988","m.34178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2989","m.34189",82.8208,104.2464,46.4634,62.4431,70.0531,64.0132,53.1161,84.881,69.5514,70.6508,56.0321,38.1251,60.7743,41.5753,63.77,59.2161,51.7089,63.5185,44.8717,64.0786,57.5975,33.079,37.3641,75.6018,119.499,110.344,63.116,50.182,78.8816,67.4066,52.5467,43.2825,51.9734,51.5911,60.1849
"2990","m.342",0,15.5216,6.9181,6.5082,6.6376,0,6.1512,6.3191,6.0408,33.4709,17.5199,0,7.038,0,0,18.5155,0,0,26.7244,37.1034,30.0156,22.9845,32.4524,17.5103,9.5806,38.3355,21.9276,37.3588,24.6644,15.6122,23.4716,30.0743,15.477,15.3632,23.523
"2991","m.3422",0,0,0,0,0,0,0,5.9425,0,6.2952,0,0,0,0,0,5.804,0,0,0,0,0,0,0,0,0,0,0,0,7.7314,7.3408,0,7.0704,14.5545,7.2237,0
"2992","m.34230",0,0,0,0,0,7.9747,4.0438,4.1542,3.9713,0,0,3.7318,4.6268,0,0,4.0574,3.9367,0,4.3922,0,4.9331,0,4.2669,5.7557,0,6.3005,4.8051,4.912,10.8097,0,0,0,0,5.0499,0
"2993","m.3426",0,0,0,0,2.1348,1.9508,0,0,0,0,0,0,2.2636,1.991,0,0,1.926,0,0,0,0,0,0,0,3.0814,3.0825,2.3509,4.8063,5.2885,2.5107,2.5164,2.4182,2.4889,4.9413,2.5219
"2994","m.343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2995","m.34300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2146,0,0,0,0,0,0,0,0,0,8.8779,0,0,0,0,0,0
"2996","m.34307",0,6.7403,0,0,0,0,0,5.4882,0,17.4417,0,0,6.1125,0,0,0,0,0,0,6.4449,6.5172,9.981,11.274,15.2077,8.3208,16.6472,6.3481,6.4892,14.2807,13.5592,6.795,13.0598,13.4418,13.3429,13.6198
"2997","m.34320",5.9215,19.1658,0,26.7872,27.3198,14.9786,15.1907,41.6145,19.891,49.5952,19.2296,18.6916,28.9681,25.4789,19.8956,45.7251,34.5059,49.5427,16.4994,42.7603,43.2399,89.8727,69.4575,108.107,94.64,63.1146,66.1854,61.5067,47.3747,51.407,57.9646,37.1352,63.7024,50.5871,38.7277
"2998","m.34321",27.4216,44.3772,65.9308,31.012,25.3029,46.2426,23.4487,48.1779,40.2993,25.5188,33.3936,32.4593,26.8295,47.1957,46.067,23.5275,51.3618,45.8852,6.3672,7.0721,7.1514,16.4285,30.9278,16.6877,9.1305,0,6.9658,7.1207,7.8352,7.4394,7.4563,7.1653,7.3749,7.3207,7.4726
"2999","m.34323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3000","m.3433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5075,0,0,0,0,0,0
"3001","m.34343",0,0,7.5277,0,14.4449,0,0,0,6.5732,0,0,0,7.6582,0,0,0,0,0,0,0,0,0,0,19.0533,0,0,0,0,0,0,0,0,0,0,0
"3002","m.34366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9293,0,0,0,0,16.6926,0,12.7351,13.0183,14.3245,0,0,13.0998,0,13.3838,13.6616
"3003","m.34369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3004","m.34388",0,4.3217,0,7.2483,11.0886,6.755,3.4254,3.5189,6.7278,3.7277,3.2521,3.1611,7.8384,0,3.3647,0,3.3346,6.7028,0,0,4.1786,3.1998,3.6143,4.8754,0,0,0,0,0,0,0,0,0,0,0
"3005","m.3440",7.6514,8.2549,0,0,0,0,0,0,0,7.1204,6.2118,6.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7746,7.9475,8.7449,8.3031,8.322,7.9973,8.2312,8.1707,8.3402
"3006","m.3442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4961,15.6699,0,13.5536,0,20.0066,0,15.2633,0,17.1683,0,0,0,0,0,0
"3007","m.34425",0,0,9.8237,0,0,0,0,0,0,9.5057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3008","m.34428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3009","m.34431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3010","m.3444",24.466,19.797,17.6474,16.6017,16.9317,10.3146,15.691,26.8657,15.4096,22.7682,9.9314,9.6536,29.9221,15.7908,10.2754,15.7437,15.2753,10.2349,11.3619,18.9294,12.7611,14.6578,11.0377,29.778,32.5856,24.4475,12.43,19.0597,13.9814,13.275,26.6105,12.7861,19.7401,19.5949,13.3344
"3011","m.34443",0,0,0,12.5736,0,0,11.8839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3012","m.34458",0,0,0,10.3258,10.5311,9.6231,19.5188,40.1034,9.5844,0,0,0,22.3329,9.8215,0,48.9608,38.0033,19.0975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3013","m.34462",14.6271,5.2603,0,8.8225,8.9979,0,12.5079,17.1325,4.0945,27.2241,11.8751,7.6952,28.6224,4.1958,4.0955,12.5499,4.0588,0,4.5285,15.0893,15.2585,7.7895,13.1978,41.5399,38.9628,25.9839,9.9084,5.0644,27.8627,10.582,5.303,5.0961,5.2452,10.4132,15.944
"3014","m.34465",0,0,0,0,0,0,0,0,0,16.2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3015","m.34493",47.5096,38.443,22.8458,139.6984,120.5565,190.2803,50.7828,73.0371,29.9233,33.1596,28.9282,9.3729,104.5883,194.2022,239.441,30.572,0,0,99.2843,49.011,61.9508,85.3901,42.8673,144.5617,63.2767,110.7717,60.3434,61.6855,81.4498,77.3347,77.5108,74.4862,76.6651,76.1012,77.6805
"3016","m.34525",0,0,0,15.6637,0,0,0,0,0,0,0,0,0,14.8987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3017","m.34529",0,0,0,0,0,0,31.382,42.9851,10.2731,11.3841,0,0,0,0,0,0,0,0,0,0,0,0,11.0377,0,0,0,0,0,13.9814,0,0,0,13.1601,0,0
"3018","m.3457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3019","m.34585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3020","m.34604",102.1456,47.23,70.1692,66.0113,40.3943,49.2154,0,0,0,54.3185,23.6936,23.0307,71.3857,25.1149,24.5142,0,0,0,40.6593,45.1601,30.4444,0,13.1664,71.0417,38.87,19.4416,29.6545,30.314,33.3556,31.6704,15.8713,30.5039,15.6981,31.1652,47.718
"3021","m.34605",0,0,0,0,0,0,10.9183,0,0,11.8822,10.3659,20.1518,12.4925,10.9878,10.725,10.955,0,0,0,0,0,0,0,0,0,0,12.9738,0,0,0,13.8874,0,0,13.6348,0
"3022","m.34611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3023","m.3462",3.8913,3.6734,1.4034,3.3006,3.1418,1.6405,6.0311,4.4866,4.289,11.09,3.3566,1.9192,6.6627,2.5115,1.43,2.9213,1.6197,0.8139,3.84,5.2687,4.8204,3.3027,3.2916,1.776,3.2392,2.2682,4.4482,4.7997,7.2271,5.0145,5.0259,4.0672,4.1862,5.1942,5.0369
"3024","m.34626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2257,0,0,10.9208,0,0,10.8263,0,0
"3025","m.3463",6.7223,7.2526,1.9395,7.2984,9.3044,7.3685,11.4967,11.8106,6.7743,16.8908,9.8236,6.3658,9.208,5.2064,5.0819,8.0747,3.9173,3.3746,6.2436,9.7087,9.1163,3.7589,4.2458,1.6364,0.8953,1.7913,10.9289,10.4738,11.5247,9.4834,8.0427,9.1341,12.294,10.05,9.5258
"3026","m.34654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3027","m.34670",0,0,0,0,0,0,0,0,0,0,3.7187,3.6147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7578,0,4.9707,4.982,4.7876,0,0,0
"3028","m.34679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7466,0,0,0,0,0,0,0,0,0
"3029","m.34688",12.8485,13.8621,6.1784,17.437,5.9279,5.4168,5.4935,5.6435,5.395,17.9354,15.6467,10.1393,12.5711,5.5284,10.7924,16.5358,5.3479,5.3749,11.9335,13.2545,13.4032,10.2635,11.5931,7.8191,0,8.5592,13.0554,0,22.0273,13.9429,6.9873,13.4294,6.9111,6.8603,14.0053
"3030","m.34690",0,14.9937,0,12.5736,12.8236,11.7179,11.8839,12.2083,11.6708,12.933,11.2827,0,13.5973,11.9595,11.6734,11.9238,11.569,11.6274,0,0,0,22.2027,25.0789,0,0,0,0,0,0,0,0,0,0,0,0
"3031","m.347",53.879,58.1293,34.5449,320.9166,190.578,234.7194,84.4669,74.9405,94.2638,91.9236,76.5485,67.3204,180.1115,139.0977,173.4851,61.6368,63.5407,41.3219,70.8931,83.3726,74.9401,276.1676,182.304,169.4072,161.46,149.5504,150.5535,153.902,123.1593,116.9369,131.8535,145.4801,140.0753,139.045,127.2481
"3032","m.34706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9836,0,0,0,4.7897,4.8434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3033","m.34713",0,0,0,16.957,0,0,0,0,0,0,0,0,36.6752,0,0,0,0,0,17.4076,38.6692,19.5515,14.9716,0,0,0,0,19.0442,0,21.4211,20.3388,20.3851,0,20.1627,20.0144,20.4297
"3034","m.34720",0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,7.0963,0,0,7.6819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3035","m.3473",0,0,0,5.4442,2.7762,5.0737,0,0,0,0,0,0,0,0,2.5272,0,0,0,0,0,0,0,0,7.3239,4.0072,0,0,0,6.8775,3.265,0,3.1447,3.2367,0,0
"3036","m.34742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3037","m.34744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3038","m.34749",0,0,0,0,0,0,0,0,0,6.6707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3039","m.34768",0,0,0,0,0,0,0,0,0,15.3318,13.3754,13.0012,0,0,0,0,0,13.7841,15.3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3040","m.3477",9.4143,26.4082,5.4325,23.8493,24.3234,9.5256,11.2705,11.5782,4.7436,49.0619,29.0437,17.8302,35.002,14.5828,17.3972,12.9238,7.8371,6.3013,12.2415,25.2508,25.534,25.5689,39.0745,20.625,12.5387,20.0687,38.2639,41.0706,32.2797,34.7353,32.7665,43.2958,36.4601,34.1812,30.7858
"3041","m.34772",8.5121,0,0,7.7013,7.8544,7.1772,7.2789,0,0,7.9215,6.9106,0,0,0,0,14.6066,0,0,0,0,0,13.5992,15.3608,0,0,0,8.6492,8.8416,9.7287,0,9.2582,0,9.1572,0,0
"3042","m.34788",0,0,0,0,0,0,0,0,0,0,0,9.1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3043","m.34789",0,0,5.3101,9.9909,5.0948,4.6555,18.8857,0,4.6368,5.1382,0,4.3572,5.4022,0,4.6378,4.7373,9.1927,0,5.1282,5.6959,0,8.8211,9.9638,0,0,0,0,0,6.3105,0,0,0,0,0,0
"3044","m.348",117.7271,112.0712,139.8628,56.3893,44.7304,46.7129,47.3744,48.6678,58.156,90.224,67.4665,76.5087,54.2047,23.8378,29.0846,53.4751,34.5894,40.5579,57.8878,50.0078,43.3446,77.4461,87.4784,42.1434,9.2234,18.453,28.1466,35.9658,31.6596,37.575,37.6606,43.4293,22.3498,36.9757,45.2917
"3045","m.3480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3046","m.34809",0,0,0,0,0,0,0,0,0,36.9155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3047","m.34818",0,0,0,10.5018,10.7106,0,0,0,0,0,0,0,11.3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3048","m.3482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3049","m.34844",0,0,0,11.1344,0,10.3767,10.5237,0,10.3349,0,0,9.7117,0,21.1812,10.3373,10.559,10.2449,10.2965,11.4303,0,0,9.8307,0,0,0,0,0,0,0,0,0,0,0,13.142,13.4147
"3050","m.3487",24.9136,26.8789,11.9801,33.8107,11.4943,21.0066,31.956,21.8857,10.461,11.5924,0,0,24.3756,10.7198,0,21.3756,10.3698,10.4221,11.5697,12.8504,0,19.9012,0,15.1613,0,0,12.6574,12.9389,0,27.0357,13.5486,13.02,13.4008,26.6045,27.1566
"3051","m.34903",0,51.5571,0,10.8089,22.0475,20.1466,0,0,0,0,0,9.4278,23.3778,20.5619,0,0,0,0,0,12.3244,12.4626,0,0,0,0,0,24.2785,24.8185,13.6544,25.929,25.988,12.487,12.8522,25.5154,26.0449
"3052","m.34934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3053","m.3494",122.1929,163.7602,133.1248,152.8748,160.3186,139.2519,149.387,159.336,163.5432,171.4587,151.1296,158.9547,157.849,127.3347,135.5154,113.0308,121.5883,122.2015,129.4511,165.4465,169.2937,137.2626,156.7663,130.1325,170.3741,179.3347,146.471,165.5939,141.8394,156.4281,158.8609,160.6443,155.0737,147.8165,166.4929
