"","PROTID","NN1","NN1","NN1","NN2","NN2","NN2","NN3","NN3","NN3","NO1","NO1","NO1","NO2","NO2","NO2","NO3","NO3","NO3","ON1","ON1","ON1","ON2","ON2","ON3","ON3","ON3","OO1","OO1","OO1","OO2","OO2","OO2","OO3","OO3","OO3"
"3612","m.5191",1.9401,4.1863,0,3.5106,0,0,2.4885,2.5564,0,5.4164,3.1501,1.531,9.491,2.5043,0.8148,0.8323,0,0,1.8019,2.0014,3.0358,0.7749,3.501,1.1807,1.292,2.5848,4.9283,9.0683,11.0869,6.316,9.4956,9.1251,7.3049,7.2512,7.4017
"3613","m.5196",0,39.01,0,16.3568,0,0,0,0,0,0,0,0,0,0,0,15.5115,0,0,0,0,18.8594,14.4416,16.3124,0,0,0,36.7401,18.7786,0,39.2377,39.327,18.8962,19.449,19.3059,39.4131
"3614","m.5197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3789,0
"3615","m.5199",0,0,0,0,0,0,2.7338,2.8085,0,5.9504,0,0,6.256,0,0,5.4861,0,0,0,0,0,2.5538,2.8847,7.7823,8.5161,12.7785,0,0,10.9619,0,0,3.3416,3.4393,3.414,0
"3616","m.5203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2667,0,0,0,0,0,0,0,0,0,0,0
"3617","m.521",0,0,0,0,7.8544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7996,7.6804,0,0,0,0,0,0,0,0,0,0,0,0
"3618","m.5210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3619","m.5212",0,7.2982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3620","m.5215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3621","m.5216",2.0068,0,0,0,0,0,0,0,0,1.8675,3.2584,1.5836,3.9269,0,0,1.7218,0,0,1.8639,0,2.0934,1.603,1.8107,2.4425,0,0,4.0782,0,4.5872,2.1777,0,0,0,0,0
"3622","m.523",0,0,0,0,0,2.5981,0,2.7068,2.5876,0,0,0,0,2.6516,5.1765,0,0,0,0,0,3.2143,0,0,0,0,0,0,3.2006,0,0,0,0,0,3.2904,0
"3623","m.5233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9493,0,0,0,0,0,0,0,0,0,0,0,0
"3624","m.524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3625","m.5248",0,0,0,4.9288,0,0,0,0,0,0,0,0,5.3301,0,0,0,0,0,0,22.4797,17.0489,0,0,0,7.2557,0,0,0,12.4528,11.8236,5.9253,5.6941,5.8606,0,0
"3626","m.5250",53.9977,38.8382,51.9314,187.2744,74.7383,212.4716,107.7402,126.4935,120.9234,117.2514,124.2086,85.2236,158.495,108.4254,52.9161,38.6078,67.4265,37.6481,50.1524,111.4083,93.8815,316.3153,146.1644,131.4429,83.9044,119.9039,45.7228,28.0438,51.4294,39.0648,58.7307,75.2519,38.7266,38.4417,49.0494
"3627","m.5253",414.6806,348.7032,680.3274,590.358,624.6037,555.3256,354.6007,546.4237,573.5739,323.4789,366.3664,481.2378,393.7932,383.0955,425.1567,460.436,401.0482,397.9686,583.39,547.3138,528.0061,326.3799,330.1425,786.7607,812.2088,804.3582,402.7699,424.3964,390.3108,410.2971,404.5987,452.5502,432.9864,442.8256,445.3684
"3628","m.5256",14.8037,15.9715,42.7117,40.1808,40.9797,24.9643,25.3178,13.0045,37.2957,55.1057,84.1294,105.14,57.9362,76.4366,87.0432,25.4028,73.9412,49.5427,109.9961,76.3577,30.8856,70.9521,80.1433,54.0535,98.5833,78.8933,60.1685,76.8834,84.5976,64.2588,80.5064,61.892,63.7024,79.0423,64.5461
"3629","m.5258",9.2023,9.9282,8.8502,0,0,0,7.8691,0,7.7279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3505,0,0,9.9862,10.0089,9.6183,0,9.8269,0
"3630","m.5266",0,0,2.6337,0,0,0,2.3417,2.4057,2.2997,5.0969,0,0,0,0,0,2.3496,0,0,2.5435,0,0,4.3751,2.4709,0,0,0,0,0,0,0,0,0,2.946,2.9244,0
"3631","m.5270",0,5.8002,5.1704,9.728,0,4.533,9.1944,4.7227,4.5147,10.006,0,4.2425,15.78,0,4.5158,4.6126,4.4754,4.498,9.9865,0,0,12.8834,4.8508,0,0,0,5.4627,27.9208,24.5778,23.3361,23.3892,22.4766,23.134,22.9639,0
"3632","m.5277",0,0,0,12.4886,0,0,0,0,0,0,0,0,13.5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5526,14.9792,0,0,0,14.7403,0
"3633","m.5287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3634","m.5288",0,0,0,21.4921,5.4798,10.0148,0,0,0,16.5798,0,0,29.0523,5.1106,0,0,0,0,0,6.1264,12.3902,9.4878,16.0753,0,0,0,0,6.1686,6.7875,6.4446,6.4592,12.4144,6.3888,6.3418,6.4734
"3635","m.5289",0,0,0,6.1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3636","m.5290",14.5059,10.4335,6.9754,7.6558,4.4617,6.1155,6.2021,6.3715,6.0909,11.2494,7.8511,4.7697,9.4618,5.2013,6.0923,7.2601,6.0378,2.0228,12.3502,14.9643,11.3491,9.6562,15.2699,10.2989,4.83,4.8316,6.1415,8.7893,15.1975,9.1825,10.5182,12.6347,6.5022,10.3269,10.5413
"3637","m.5296",0,0,0,2.7587,2.8135,2.571,0,2.6785,2.5606,5.6751,0,0,5.9666,2.6239,0,0,2.5383,2.5511,2.832,3.1455,0,0,0,3.7111,4.061,0,0,0,0,0,0,0,0,0,0
"3638","m.5305",7.5663,32.6529,0,13.6912,20.9452,0,0,0,0,21.1239,0,0,7.403,0,0,0,0,0,7.0275,23.4164,31.572,6.0441,40.9621,0,0,0,23.0646,15.7184,8.6478,16.4217,16.4591,23.7252,16.2795,16.1598,8.2476
"3639","m.5306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3640","m.5309",67.3374,69.2962,67.7496,92.7908,87.9442,83.8558,132.8801,128.3176,127.8871,92.5508,107.6544,110.365,108.4541,99.8482,113.9935,92.4396,96.5885,99.6759,106.8028,110.0759,109.1491,100.9593,121.5154,80.6965,107.6218,104.8977,103.1591,106.5295,103.0101,115.7929,111.5495,124.5215,115.9048,115.0522,108.4061
"3641","m.531",7.0445,15.2005,0,19.1205,16.2506,11.8796,21.0836,30.9418,26.6214,29.5006,17.1574,11.1183,27.5696,27.2799,29.5861,36.2647,29.3215,5.8939,32.7144,29.0686,29.3946,53.4588,44.4933,12.861,14.0736,18.7712,32.2109,51.2203,56.3595,53.5121,38.3099,29.452,53.0487,48.8972,57.5907
"3642","m.5315",2.3162,9.9958,2.2276,14.6692,8.549,11.7179,11.8839,14.2431,13.6159,15.0885,7.5218,3.6557,27.1945,11.9595,7.7823,7.9492,9.6409,3.8758,15.059,9.5577,12.0811,18.5023,14.6293,2.8191,3.0849,0,16.4747,16.8411,18.5309,20.1082,22.6732,12.1047,19.9341,22.2609,15.1486
"3643","m.5317",28.8547,37.3571,16.6503,20.8849,31.9503,19.4637,19.7393,30.4174,14.539,37.5933,18.7407,18.2163,16.939,29.7973,14.5423,24.757,19.2164,19.3133,32.1599,41.6732,36.1205,32.2692,36.4494,28.0956,30.7446,23.0663,58.6388,47.9544,52.766,50.1001,56.4909,54.2866,55.8746,61.6262,69.1957
"3644","m.532",126.5521,117.0301,139.0965,65.4272,83.41,91.4622,108.2169,95.2899,121.4584,84.1216,88.0646,71.3339,88.4424,108.9052,121.4863,77.5573,120.3998,121.007,83.9572,74.6008,75.4375,115.5327,114.1865,198.0367,216.7088,192.6951,146.9603,131.4502,123.9767,137.3318,137.6446,113.3773,136.1428,154.4472,137.946
"3645","m.5321",0,0,0,0,0,0,0,0,0,0,0,0,17.5333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3646","m.5322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3647","m.5328",15.8981,8.5761,0,28.7676,22.0047,6.7025,27.1896,20.949,26.702,14.7949,6.4535,0,23.3323,0,0,13.6404,0,0,29.532,24.6008,16.5845,31.749,14.3447,87.0745,63.5229,63.5444,8.0771,16.5135,9.0852,17.2524,8.6458,16.6169,25.6545,25.4658,34.659
"3648","m.5331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3154,20.8473,0,6.613,0,0,0,0
"3649","m.534",90.7961,88.1627,52.393,205.3686,167.5614,168.4259,23.2924,23.9284,22.8747,152.0918,206.3974,236.4482,177.671,195.3379,213.5459,70.1118,22.6753,37.9828,92.7634,112.3985,132.6023,108.7933,139.2712,121.5603,157.2075,181.4545,193.7426,207.4827,176.4143,197.0603,227.1354,189.802,205.1218,184.2212,197.9415
"3650","m.5346",17.1673,0,0,0,0,0,14.6801,0,0,0,0,27.0949,0,0,0,14.7294,14.2912,14.3632,15.9448,17.7099,17.9085,0,15.4899,0,0,0,0,0,0,0,0,0,0,18.3325,0
"3651","m.5347",39.3814,58.4211,61.546,75.7142,99.9312,74.7125,37.8852,43.244,41.3398,41.2297,35.9686,46.6163,67.4294,67.7799,74.4287,46.4597,65.5671,74.135,41.1492,66.0172,77.028,31.4583,57.7418,53.9232,52.4511,52.4688,85.0333,102.2642,90.02,101.4979,85.6666,102.9047,105.9149,84.1086,96.5859
"3652","m.535",49.6925,41.6986,31.8606,24.9773,10.1895,13.9665,51.9358,24.2517,32.4573,35.9677,8.9651,21.7858,10.8043,0,4.6378,9.4746,4.5963,0,41.0256,39.8711,40.3183,35.2843,59.7826,47.0411,58.8303,73.5627,0,0,0,0,0,0,0,0,0
"3653","m.5352",43.5987,60.4775,41.9304,16.9053,22.9886,10.5033,5.326,5.4714,10.461,17.3885,0,9.8302,12.1878,5.3599,5.2317,10.6878,10.3698,10.4221,5.7849,25.7009,32.4864,19.9012,33.7188,30.3227,58.068,41.4911,18.9861,12.9389,14.2372,6.7589,13.5486,13.02,13.4008,13.3022,6.7892
"3654","m.5354",22.4085,28.2056,25.1429,27.0321,34.4619,25.1925,19.1619,36.0894,15.6819,45.1827,24.2567,32.4198,32.887,32.1397,21.9597,32.0438,27.9814,18.7483,41.6256,38.5278,42.8559,41.7671,43.8078,18.1825,29.8453,19.9036,41.744,50.431,51.2226,56.7404,48.7454,54.6505,48.2135,59.8236,40.7101
"3655","m.5355",11.1229,0,3.5658,6.709,3.4212,3.1262,3.1705,6.5141,6.2272,3.4504,3.0101,5.8517,10.8828,9.5719,3.1143,6.3622,6.1729,6.2041,3.4436,0,3.8677,2.9617,6.6907,0,4.9381,0,3.7674,7.7023,12.7127,8.0469,12.0979,0,3.9886,11.8779,4.0415
"3656","m.5358",19.7383,42.5907,9.4915,0,0,0,0,0,0,36.7372,40.0616,23.3644,0,0,0,0,0,0,0,0,0,15.7671,26.7144,0,13.1444,13.1489,0,0,0,0,0,0,0,0,0
"3657","m.5364",83.1418,51.2574,34.2687,64.4762,65.7581,70.1033,142.192,125.2065,159.5908,110.5319,106.0701,103.1024,104.5883,81.7693,89.7904,91.7161,128.5373,129.1856,110.3159,110.2747,99.1213,85.3901,107.1684,130.1055,142.3727,110.7717,84.4808,86.3597,95.0248,90.2238,129.1847,86.9006,114.9977,101.4683,103.574
"3658","m.5365",0,0,0,0,0,0,0,0,0,1.7918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3659","m.5369",44.9441,52.8976,31.4358,36.9663,41.4714,48.2311,24.457,32.3033,17.156,41.8253,26.5368,6.4486,51.9688,38.6769,27.4559,17.528,10.2039,3.4184,37.9487,71.6541,63.9333,19.5828,33.1793,54.7021,76.1852,65.3236,62.2744,72.1474,65.3771,66.5078,66.6593,68.3287,61.5365,74.1733,71.2589
"3660","m.537",0,0,0,0,0,0,0,0,0,12.5076,0,0,13.15,0,0,5.7658,0,0,0,0,0,0,12.1269,0,0,0,0,6.9802,7.6806,7.2925,7.3091,0,7.2294,0,0
"3661","m.5372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3662","m.5376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1763,13.654,0,0,0,0,0,0,0,16.4591,0,0,0,0
"3663","m.5382",10.4765,33.9087,10.0756,18.9571,19.334,8.8335,17.9172,27.6096,17.5959,19.499,17.0108,16.5348,30.7507,18.0312,8.8,17.9774,8.7213,8.7653,29.1913,21.6151,32.7863,16.7374,18.9056,0,27.9067,27.9161,21.2904,21.7639,23.9476,11.3689,11.3948,21.9002,22.5409,22.3751,34.2591
"3664","m.5384",3.5967,0,0,3.2541,0,0,6.1512,0,6.0408,10.0413,2.92,2.8383,7.038,3.0951,0,9.2577,0,3.0092,3.3406,14.8414,15.0078,8.6192,6.4905,4.3776,4.7903,4.7919,10.9638,3.7359,12.3322,11.7091,7.8239,3.7593,11.6077,7.6816,7.841
"3665","m.5390",24.2626,31.4119,28.001,24.1467,29.1043,26.595,18.6726,12.7883,18.3378,27.0947,15.7582,22.976,40.3558,22.9673,28.532,18.7354,16.1582,14.2097,22.5348,27.5323,25.3101,25.1956,13.1351,20.6713,22.6203,29.0931,29.584,32.7622,38.8225,39.494,31.6671,35.5033,41.7622,36.2731,31.7365
"3666","m.5398",0,0,0,0,5.8181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5045,6.5775,0,0,0,8.3978,8.4007,0,6.5493,0,0,0,0,6.7831,0,0
"3667","m.5400",74.7407,67.1972,83.8608,56.3511,80.4601,63.0197,42.608,32.8285,52.3049,57.9618,60.6787,68.8111,97.5024,75.0383,73.2436,53.4389,72.5886,72.9547,46.2789,64.2522,51.9783,49.753,67.4376,30.3227,0,16.5965,63.287,77.6335,71.1858,94.625,81.2918,78.1197,80.4049,79.8134,95.0481
"3668","m.5401",53.7608,58.0018,51.7037,145.9198,148.8209,105.7699,91.9437,125.9387,75.2456,233.4743,174.5843,183.8413,122.7332,92.5285,75.2629,153.754,119.3437,89.9592,66.5766,55.4598,74.7758,42.9447,48.5078,0,0,0,36.4178,37.2278,61.4446,58.3402,58.4731,56.1914,57.8351,57.4097,58.6011
"3669","m.5403",48.7463,57.3727,51.1429,56.1311,53.158,52.3113,53.0521,35.0361,44.6577,78.3553,57.5636,87.4266,65.0368,137.2874,186.1165,57.0324,47.9575,59.3223,78.2022,68.5729,64.7191,77.8781,59.9771,59.3299,76.7282,100.3707,58.5371,64.442,65.843,57.7074,57.8389,60.2138,61.9751,56.787,57.9655
"3670","m.5407",44.6351,40.7475,23.1146,34.1706,38.0181,34.7403,41.1042,48.2589,51.9005,44.7329,19.5124,27.0949,47.0306,35.4563,31.7243,26.5129,28.5823,31.5991,47.8345,67.2975,50.1437,30.1696,43.3717,41.7893,59.4482,41.1704,34.8876,46.3626,51.0145,48.4371,44.813,53.8304,48.0177,32.9985,48.6537
"3671","m.5409",0,0,0,0,0,0,0,0,0,0,0,0,8.5785,0,7.3648,0,0,0,0,0,0,0,0,0,0,0,17.8181,0,20.042,19.0294,9.5364,27.4928,9.4323,18.7259,9.5573
"3672","m.5411",0,0,0,0,0,0,11.0565,0,5.4291,6.0163,0,0,6.3253,0,0,16.6405,0,5.4089,6.0045,6.6692,0,5.1642,0,7.8685,17.2209,0,6.569,0,14.7778,14.0312,7.0316,6.7572,0,6.9037,7.047
"3673","m.5413",28.3738,40.8161,36.3841,0,8.7272,0,0,8.3085,7.9426,17.6032,7.6785,7.4636,0,0,0,8.1148,7.8734,15.8262,0,0,0,0,0,264.762,302.3222,252.0202,0,0,0,0,0,0,0,0,0
"3674","m.5415",21.7331,58.6188,0,29.4944,50.1347,18.3249,0,9.5459,0,50.5624,17.6442,17.1505,53.1595,28.0538,9.1276,27.9702,9.046,36.3665,0,33.6299,45.3427,52.0819,58.8286,39.6776,28.9457,28.9555,33.1247,67.7228,49.6786,47.1687,47.2761,56.7892,46.7603,58.0204,59.2245
"3675","m.5416",0,9.2608,0,7.766,3.9602,7.2376,3.67,11.3107,10.8126,11.982,3.4844,6.7737,20.9958,14.7735,10.8151,7.3647,3.5728,3.5908,7.9724,8.8549,13.4314,6.8567,15.4899,10.4473,5.7162,5.7181,13.0829,8.9159,19.621,9.3148,14.0041,8.9717,9.2342,9.1662,9.3565
"3676","m.5420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3677","m.5422",16.4016,19.6616,15.774,18.1369,13.4527,13.8295,12.4669,16.0092,13.7738,13.5675,7.3976,8.6288,12.4813,12.5462,7.6539,18.7632,15.1708,10.6731,6.7705,5.64,7.6043,10.1903,11.5103,6.6542,12.136,9.7121,11.1105,13.2506,14.5801,17.7987,13.875,17.1431,11.7631,19.4609,13.9053
"3678","m.5424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3679","m.5425",29.5361,10.622,23.6716,53.4453,68.1349,37.3562,58.9326,60.5416,53.7417,82.4594,63.9441,31.0775,72.2457,55.0712,53.754,80.2485,61.4692,53.542,64.0098,55.8607,56.4872,106.1718,111.0419,83.8806,85.233,91.8204,125.049,92.0378,84.3938,85.4719,91.0207,97.7595,95.3234,99.879,96.5859
"3680","m.5435",14.8037,0,0,0,0,0,0,0,0,13.7764,0,11.6822,14.484,0,12.4347,0,0,12.3857,13.7495,0,0,0,0,0,0,0,0,0,0,0,0,15.473,0,0,0
"3681","m.5439",0,0,3.7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0134,3.0733,0,0,0,0,7.8185,0,4.3972,4.175,4.1845,0,0,0,8.3874
"3682","m.5440",255.364,0,331.5497,0,0,204.5513,0,201.8955,268.0626,0,217.6848,272.0498,0,208.7673,0,0,265.7262,0,272.7561,0,0,0,0,0,0,0,0,0,0,0,0,306.9454,0,0,292.273
"3683","m.5441",0,0,0,0,0,0,11.3807,0,0,0,0,0,0,0,0,0,0,0,6.1806,13.7295,0,0,0,0,0,0,0,6.912,0,7.2213,0,0,0,0,0
"3684","m.5442",146.7961,184.7721,141.1788,88.5421,79.0147,82.5168,52.3033,150.4478,92.4575,102.4571,148.9716,77.2286,95.7508,73.6903,71.9279,115.4536,81.4681,81.879,68.1713,100.9568,127.6113,156.3496,121.4147,0,16.2928,32.5966,99.4402,114.3583,139.8141,106.2001,133.0525,140.6467,144.7609,117.5695,133.3438
"3685","m.5449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3686","m.5451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2671,7.3487,0,6.3562,0,0,0,0,0,8.0514,0,0,0,0,0,0
"3687","m.5457",5.2382,16.9544,5.0378,9.4785,9.667,4.4168,13.4379,9.2032,4.399,14.6242,4.2527,4.1337,0,4.5078,4.4,8.9887,4.3606,8.7653,9.7304,10.8076,5.4644,4.1844,4.7264,12.7511,13.9533,13.958,5.3226,5.441,17.9607,5.6844,5.6974,5.4751,5.6352,5.5938,5.7099
"3688","m.5459",0,3.4385,0,0,0,2.6873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3689","m.5463",150.5547,152.4355,178.2076,228.4201,245.7851,216.782,205.9872,189.2294,225.6345,172.4397,191.8052,233.9623,244.7508,261.1149,272.38,216.6154,264.1595,286.8086,234.4901,222.2165,207.7952,175.7715,188.0914,287.5499,274.5579,290.0804,192.9895,197.2818,185.3091,188.5143,188.9436,183.9917,196.8492,195.4012,171.684
"3690","m.5464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3691","m.5465",3.2844,10.6306,3.1587,8.9147,6.0613,5.5387,16.8514,23.082,19.3074,12.226,10.6659,2.5919,19.281,11.3057,5.5177,14.09,16.405,13.7397,9.1516,20.3293,6.8524,7.8709,14.8175,15.9901,13.1233,8.7518,13.3493,17.0577,15.0154,10.6926,10.7169,20.5975,17.6667,21.0441,14.3205
"3692","m.5473",0,12.9651,0,10.8725,0,10.1326,0,0,0,33.5497,29.2685,9.4832,11.7576,10.3414,10.0941,10.3106,10.0038,10.0543,11.1614,0,12.5359,0,0,0,0,0,12.2107,24.9645,41.204,26.0815,13.0704,12.5604,12.9278,12.8327,26.1981
"3693","m.5478",0,0,0,0,0,0,0,0,0,0,0,0,9.1269,0,0,0,0,0,0,0,0,7.4516,0,0,0,0,0,0,0,0,0,0,0,0,0
"3694","m.548",0,0,0,0,0,0,7.9047,8.1205,0,0,7.5048,0,18.0887,0,0,7.9312,0,7.734,8.5857,28.6082,19.2861,7.3842,8.3407,0,0,0,0,0,0,0,0,0,0,0,0
"3695","m.5484",2.8896,0,0,7.8429,2.6663,0,0,0,0,5.3781,0,0,8.4815,0,0,0,0,0,0,0,3.0143,4.6164,5.2144,0,0,0,2.9361,0,0,0,0,0,0,0,0
"3696","m.5486",0,0,0,0,0,0,0,16.4645,15.7395,0,15.2161,14.7903,18.3376,0,0,16.0807,0,0,0,19.3346,19.5515,44.9147,33.8219,22.8116,24.9624,24.9708,38.0883,38.9355,21.4211,20.3388,20.3851,19.5897,20.1627,40.0288,40.8595
"3697","m.5487",19.4563,41.9822,37.4236,35.206,17.953,16.4051,33.2749,17.0917,32.6781,18.1062,31.5914,15.3538,0,16.7432,0,50.0799,16.1966,32.5567,18.0708,60.2135,60.8888,31.0838,140.4416,23.6806,25.9133,0,39.5393,20.2094,0,21.1136,42.3234,20.3359,20.9308,20.7768,0
"3698","m.5493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3699","m.5498",0,0,0,0,0,0,0,0,0.5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8483,0,0,0,0.724,0,0,0,0,0,0,0
"3700","m.550",58.4883,76.624,68.3038,151.1916,154.1976,179.6512,78.594,77.0699,101.7432,85.5322,61.0509,92.3111,126.7132,100.6649,108.7849,57.3512,93.9008,104.8604,93.1256,86.1952,87.1619,106.791,101.7771,157.6284,166.9264,155.8505,101.8804,99.8069,90.7219,90.6719,104.5101,109.1653,103.3699,102.6095,100.1851
"3701","m.5502",8.9601,9.667,17.2346,16.2133,0,7.555,7.662,0,15.0491,25.0151,7.2743,7.0708,26.3,30.8428,22.5789,7.6877,22.3769,14.9932,41.6104,36.9732,37.3879,14.3149,16.1693,0,0,0,54.6267,55.8416,71.6854,48.6168,48.7276,56.1914,57.8351,47.8414,58.6011
"3702","m.5507",8.8438,0,0,0,0,0,7.5625,15.5379,7.4268,8.2301,0,6.979,0,0,7.4285,0,14.7242,29.597,16.428,18.2465,9.2256,14.129,7.9796,0,11.7788,11.7828,17.9724,18.3721,20.2155,28.7913,19.2379,9.2436,9.514,9.444,19.28
"3703","m.5510",17.842,38.499,25.7389,24.2138,49.3904,30.088,45.7711,39.184,37.4585,41.5098,57.9406,63.3595,43.6419,30.7081,37.4671,38.2707,59.4113,74.6386,33.1429,73.6235,83.7554,42.7572,64.3946,0,0,11.8857,63.4528,55.5978,101.9605,48.4045,58.2177,74.5947,47.9855,66.6855,58.3452
"3704","m.5513",24.9136,26.8789,15.9735,15.027,15.3257,14.0044,28.4054,43.7714,20.922,23.1847,26.9683,32.7672,24.3756,28.586,27.9023,21.3756,13.8264,13.8961,30.8526,42.8348,25.9891,26.5349,29.9723,10.1076,11.0606,22.1286,33.7531,43.1297,28.4743,45.0595,54.1945,43.3998,35.7355,35.4726,45.261
"3705","m.5514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3706","m.5515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3707","m.5516",31.6731,45.5621,30.4611,23.8801,43.8387,13.353,13.5421,32.461,26.5985,29.4752,12.857,8.3315,25.8243,9.0855,8.8682,13.5876,8.7889,13.2498,19.6117,38.1197,44.0539,29.5176,52.3934,51.3997,63.2767,70.3312,26.8193,16.4495,30.1666,17.1855,17.2246,27.5875,22.7156,28.1856,11.5082
"3708","m.5519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3709","m.552",78.5735,78.2509,69.754,92.9627,89.2339,56.0589,56.8527,69.0241,40.6059,89.9952,53.9765,33.3877,100.5313,41.6104,45.6921,67.4152,30.189,45.5119,84.2056,93.5269,100.8809,48.281,81.8031,73.5639,112.7,144.9489,85.9805,75.3366,89.8036,91.8254,78.8867,75.8085,97.5326,70.9978,85.6478
"3710","m.5522",4.762,20.5507,4.5798,12.9253,13.1823,12.0457,0,0,0,17.7263,3.8661,0,13.9776,4.098,0,4.0858,0,0,0,9.825,9.9352,7.6079,8.5935,11.5919,25.3697,12.6891,9.6775,19.7854,10.8853,10.3353,10.3589,9.9546,10.2458,5.0852,10.3815
"3711","m.5525",17.9203,33.8344,8.6173,64.8532,70.2766,49.1074,30.6479,31.4847,33.8605,83.3837,72.7434,53.0311,48.2166,42.4089,56.4472,23.0631,18.6474,14.9932,33.2883,23.1083,32.7144,64.4171,48.5078,38.1694,47.7351,29.8445,63.7311,79.109,66.565,63.2019,73.0913,74.9218,67.4743,57.4097,58.6011
"3712","m.5528",10.6402,11.4795,0,9.6267,0,8.9716,18.1972,18.694,8.9354,9.9018,8.6383,0,20.8208,18.3129,17.8749,18.2583,17.7151,0,9.8825,10.9764,11.0995,16.999,9.6005,0,0,0,21.6231,22.104,24.3218,34.6395,23.1456,22.2424,22.8931,22.7247,23.1963
"3713","m.5531",0,0,8.9714,0,0,0,7.9768,8.1946,15.6676,8.681,15.1466,0,0,0,0,0,0,0,8.6641,19.2463,29.1933,22.3548,33.6675,0,12.4242,0,9.4786,9.6894,0,0,0,9.7501,0,0,0
"3714","m.5534",0,0,0,0,7.3924,0,13.7014,0,0,7.4555,0,0,0,0,6.7294,6.8737,0,6.7028,0,0,8.3573,0,0,0,0,0,8.1404,0,9.1564,8.6938,0,0,0,8.5552,0
"3715","m.5535",39.0365,42.1159,43.7999,23.5454,12.0068,16.4574,55.6347,57.1537,43.7096,18.1638,10.564,25.6711,19.0968,11.1977,10.9299,44.6572,27.0804,32.6603,30.2139,20.1351,27.1479,41.5771,17.6111,23.756,25.9959,17.3364,19.8326,6.7579,7.436,21.1808,14.1527,6.8002,6.9992,20.843,7.0919
